Xkr4,0.0,0.0,0.0,0.00036075036075036075,0.0
Gm1992,0.0,0.0,0.0,0.0,0.0
Gm19938,0.0,0.0,0.0,0.00036075036075036075,0.0
Gm37381,0.0,0.0,0.0,0.0,0.0
Rp1,0.0,0.0,0.0,0.0,0.0
Sox17,0.09980430528375733,0.08918406072106262,0.07608695652173914,0.020923520923520924,0.003669724770642202
Gm37587,0.0019569471624266144,0.0,0.0,0.0,0.0
Gm37323,0.0,0.0,0.0,0.0,0.0
Mrpl15,0.6516634050880626,0.6129032258064516,0.2391304347826087,0.19552669552669552,0.010091743119266056
Lypla1,0.5616438356164384,0.6261859582542695,0.14130434782608695,0.22510822510822512,0.009174311926605505
Tcea1,0.547945205479452,0.5426944971537002,0.30434782608695654,0.1378066378066378,0.014678899082568808
Rgs20,0.0,0.0018975332068311196,0.0,0.00036075036075036075,0.0
Gm16041,0.0,0.0,0.0,0.0,0.0
Atp6v1h,0.5949119373776908,0.5104364326375711,0.1956521739130435,0.2077922077922078,0.01651376146788991
Oprk1,0.0,0.0,0.0,0.0,0.0
Npbwr1,0.0,0.0018975332068311196,0.0,0.0,0.0
Rb1cc1,0.3561643835616438,0.24857685009487665,0.15217391304347827,0.07936507936507936,0.011009174311926606
4732440D04Rik,0.015655577299412915,0.015180265654648957,0.0,0.0025252525252525255,0.0
Alkal1,0.0,0.0,0.0,0.0,0.0
St18,0.0,0.0018975332068311196,0.0,0.0,0.0
Pcmtd1,0.3659491193737769,0.2618595825426945,0.22826086956521738,0.12518037518037517,0.013761467889908258
Gm26901,0.005870841487279843,0.0018975332068311196,0.0,0.00036075036075036075,0.0
Gm30414,0.0,0.0018975332068311196,0.0,0.00036075036075036075,0.0
Sntg1,0.0019569471624266144,0.0,0.0,0.0007215007215007215,0.0
Rrs1,0.26810176125244617,0.29791271347248577,0.09782608695652174,0.05591630591630592,0.006422018348623854
Adhfe1,0.09980430528375733,0.16888045540796964,0.03260869565217391,0.1525974025974026,0.0027522935779816515
2610203C22Rik,0.011741682974559686,0.018975332068311195,0.010869565217391304,0.001443001443001443,0.001834862385321101
Vxn,0.0,0.0,0.0,0.0,0.0
Gm29520,0.0,0.0,0.0,0.0,0.0
Mybl1,0.029354207436399216,0.056925996204933584,0.0,0.012626262626262626,0.001834862385321101
Vcpip1,0.22700587084148727,0.22770398481973433,0.09782608695652174,0.06313131313131314,0.008256880733944955
1700034P13Rik,0.0,0.0018975332068311196,0.0,0.0021645021645021645,0.0009174311926605505
Sgk3,0.11937377690802348,0.22011385199240988,0.010869565217391304,0.04401154401154401,0.001834862385321101
Mcmdc2,0.0019569471624266144,0.0,0.0,0.0018037518037518038,0.0
Snhg6,0.299412915851272,0.4629981024667932,0.09782608695652174,0.07972582972582973,0.0045871559633027525
Tcf24,0.1487279843444227,0.15749525616698293,0.021739130434782608,0.04329004329004329,0.001834862385321101
Ppp1r42,0.009784735812133072,0.0056925996204933585,0.0,0.00036075036075036075,0.0
Gm15818,0.0,0.0,0.0,0.0,0.0
Cops5,0.5870841487279843,0.7229601518026565,0.22826086956521738,0.19480519480519481,0.005504587155963303
Cspp1,0.19960861056751467,0.21631878557874762,0.06521739130434782,0.050144300144300144,0.013761467889908258
Arfgef1,0.675146771037182,0.6546489563567363,0.31521739130434784,0.2012987012987013,0.022935779816513763
Cpa6,0.0,0.0,0.0,0.0,0.0
Prex2,0.09980430528375733,0.08159392789373814,0.03260869565217391,0.020202020202020204,0.0027522935779816515
A830018L16Rik,0.0,0.0,0.0,0.0,0.0
Gm17644,0.0,0.0,0.0,0.0,0.0
Gm29663,0.0,0.0,0.0,0.0,0.0
Sulf1,0.08806262230919765,0.18975332068311196,0.010869565217391304,0.032467532467532464,0.0045871559633027525
Slco5a1,0.0019569471624266144,0.007590132827324478,0.0,0.0007215007215007215,0.0
Gm29283,0.0,0.0,0.0,0.0,0.0
Prdm14,0.0,0.0,0.0,0.0,0.0
Ncoa2,0.20939334637964774,0.1935483870967742,0.03260869565217391,0.06204906204906205,0.0009174311926605505
Gm29570,0.0,0.0,0.0,0.0,0.0
Tram1,0.8277886497064579,0.8330170777988615,0.3804347826086957,0.34704184704184704,0.03211009174311927
Lactb2,0.30724070450097846,0.5616698292220114,0.10869565217391304,0.35714285714285715,0.022018348623853212
Xkr9,0.0,0.011385199240986717,0.0,0.0010822510822510823,0.0
Eya1,0.0019569471624266144,0.0,0.0,0.00036075036075036075,0.0
Gm9947,0.0,0.0,0.0,0.0,0.0
Msc,0.0,0.0,0.0,0.00036075036075036075,0.0
Trpa1,0.0019569471624266144,0.0,0.0,0.0,0.0
Kcnb2,0.01761252446183953,0.0018975332068311196,0.010869565217391304,0.0,0.0009174311926605505
Terf1,0.08414872798434442,0.18216318785578747,0.021739130434782608,0.01948051948051948,0.0027522935779816515
Sbspon,0.05283757338551859,0.015180265654648957,0.08695652173913043,0.0021645021645021645,0.0009174311926605505
