00____66.18514793059006
01____65.34243420897648
02____54.662544823291334
03____45.7809552069178
04____16.450199957451815
10____62.71525533516798
11____61.82693390715534
12____52.436000087063356
13____43.12271022342723
14____15.45467012077417
20____56.4920949927706
21____55.62391769213903
22____47.25675294213181
23____39.23584377603396
24____13.946596083752704
30____46.9285459317056
31____46.55202249698072
32____39.41208013523583
33____33.45875261695733
34____11.830600413048971
40____19.77656193204663
41____19.43628598083785
42____16.330039029204414
43____13.920924391424371
44____5.00536437919857
