00____869.6773105188732
01____895.7123659008423
02____690.7737386199253
03____372.1011809456036
04____61.97016463491251
10____849.2209790677219
11____875.4534708294773
12____675.7510312680472
13____361.4164948481834
14____59.503873404940535
20____805.9989151705952
21____827.9527266727162
22____648.531781663515
23____341.03684751239075
24____57.70456721180687
30____407.04815487838937
31____425.0837433702708
32____319.00736009159994
33____181.96451879649942
34____30.234164052053906
40____89.09218118817154
41____93.0987709555557
42____68.59789589150394
43____40.881523955147706
44____6.8123070448614635
