cell_type,Medullary,Mesangial,Collecting,Tubule,Progenitor
Medullary,0.0,0.7969206022215723,0.751215601254708,0.38225991099229173,0.08139439223563057
Mesangial,0.6932773063946578,0.0,0.9295897079257004,0.36897835737991724,0.07760983859753237
Collecting,0.8093512701902319,0.8305197928376473,0.0,0.37335144935394515,0.08304275438562615
Tubule,0.4115491704285803,0.43092702232563657,0.3679033123253745,0.0,0.050229828536577203
Progenitor,0.11312634843440483,0.11826156552789313,0.10683072943134352,0.06760878810541324,0.0
