,prob
3_HLA-G_CD4_5,0.5536938
3_HLA-G_CD4_6,0.44127712
3_HLA-G_LILRB1_0,0.60838675
3_HLA-G_LILRB1_1,0.45167637
3_HLA-G_LILRB1_2,0.45167676
3_HLA-G_LILRB1_3,0.5202674
3_HLA-G_LILRB1_4,0.5834805
3_HLA-G_LILRB1_5,0.6112376
3_HLA-G_LILRB1_6,0.45180193
3_FSHB_ADCYAP1R1_0,0.44730034
3_FSHB_ADCYAP1R1_1,0.43096945
3_FSHB_ADCYAP1R1_2,0.43096986
3_FSHB_ADCYAP1R1_3,0.44038233
3_FSHB_ADCYAP1R1_4,0.43657064
3_FSHB_ADCYAP1R1_5,0.42232847
3_FSHB_ADCYAP1R1_6,0.42745093
3_FSHB_VIPR1_0,0.44734392
3_FSHB_VIPR1_1,0.4310036
3_FSHB_VIPR1_2,0.43100405
3_FSHB_VIPR1_3,0.4404303
3_FSHB_VIPR1_4,0.43660784
3_FSHB_VIPR1_5,0.42237714
3_FSHB_VIPR1_6,0.4274845
3_FSHB_ADRB3_0,0.44729376
3_FSHB_ADRB3_1,0.43096602
3_FSHB_ADRB3_2,0.4309665
3_FSHB_ADRB3_3,0.44037452
3_FSHB_ADRB3_4,0.4365672
3_FSHB_ADRB3_5,0.42232415
3_FSHB_ADRB3_6,0.42744777
3_FSHB_GPR84_0,0.4476057
3_FSHB_GPR84_1,0.4311827
3_FSHB_GPR84_2,0.4311832
3_FSHB_GPR84_3,0.44071844
3_FSHB_GPR84_4,0.4368436
3_FSHB_GPR84_5,0.4229467
3_FSHB_GPR84_6,0.42766201
3_FSHB_FSHR_0,0.4472787
3_FSHB_FSHR_1,0.43095613
3_FSHB_FSHR_2,0.4309566
3_FSHB_FSHR_3,0.4403576
3_FSHB_FSHR_4,0.43655467
3_FSHB_FSHR_5,0.42231667
3_FSHB_FSHR_6,0.4274381
3_ADM_CALCRL_0,0.65362436
3_ADM_CALCRL_1,0.5697947
3_ADM_CALCRL_2,0.56979513
3_ADM_CALCRL_3,0.6321389
3_ADM_CALCRL_4,0.6455784
3_ADM_CALCRL_5,0.6549186
3_ADM_CALCRL_6,0.5735786
3_ADM_RAMP1_0,0.5647593
3_ADM_RAMP1_1,0.5471836
3_ADM_RAMP1_2,0.5471844
3_ADM_RAMP1_3,0.54766846
3_ADM_RAMP1_4,0.5696109
3_ADM_RAMP1_5,0.580316
3_ADM_RAMP1_6,0.5455596
3_ADM_CALCR_0,0.46652517
3_ADM_CALCR_1,0.44654027
3_ADM_CALCR_2,0.44654086
3_ADM_CALCR_3,0.47169626
3_ADM_CALCR_4,0.45868158
3_ADM_CALCR_5,0.44465593
3_ADM_CALCR_6,0.44115236
3_ADM_ADCYAP1R1_0,0.47451773
3_ADM_ADCYAP1R1_1,0.45187783
3_ADM_ADCYAP1R1_2,0.4518783
3_ADM_ADCYAP1R1_3,0.4751669
3_ADM_ADCYAP1R1_4,0.46490324
3_ADM_ADCYAP1R1_5,0.45278654
3_ADM_ADCYAP1R1_6,0.44761118
3_ADM_VIPR1_0,0.5043483
3_ADM_VIPR1_1,0.48431766
3_ADM_VIPR1_2,0.48431835
3_ADM_VIPR1_3,0.5051317
3_ADM_VIPR1_4,0.5132218
3_ADM_VIPR1_5,0.48184857
3_ADM_VIPR1_6,0.47711125
3_ADM_GPR84_0,0.66860944
3_ADM_GPR84_1,0.6390392
3_ADM_GPR84_2,0.6390402
3_ADM_GPR84_3,0.64740676
3_ADM_GPR84_4,0.674891
3_ADM_GPR84_5,0.6731954
3_ADM_GPR84_6,0.6362024
3_ADM_ADRB3_0,0.46963724
3_ADM_ADRB3_1,0.44813967
3_ADM_ADRB3_2,0.44814023
3_ADM_ADRB3_3,0.47119018
3_ADM_ADRB3_4,0.4606057
3_ADM_ADRB3_5,0.4474121
3_ADM_ADRB3_6,0.4444448
3_PTHLH_ADRB3_0,0.44925228
3_PTHLH_ADRB3_1,0.43241003
3_PTHLH_ADRB3_2,0.43241057
3_PTHLH_ADRB3_3,0.44240078
3_PTHLH_ADRB3_4,0.43856704
3_PTHLH_ADRB3_5,0.42508188
3_PTHLH_ADRB3_6,0.42887902
3_PTHLH_GPR84_0,0.46041384
3_PTHLH_GPR84_1,0.44158408
3_PTHLH_GPR84_2,0.4415845
3_PTHLH_GPR84_3,0.45438552
3_PTHLH_GPR84_4,0.45116434
3_PTHLH_GPR84_5,0.43902457
3_PTHLH_GPR84_6,0.4379886
3_PTHLH_VIPR1_0,0.45419788
3_PTHLH_VIPR1_1,0.43620363
3_PTHLH_VIPR1_2,0.43620408
3_PTHLH_VIPR1_3,0.4476024
3_PTHLH_VIPR1_4,0.44358805
3_PTHLH_VIPR1_5,0.4303206
3_PTHLH_VIPR1_6,0.432637
3_PTHLH_ADCYAP1R1_0,0.45310843
3_PTHLH_ADCYAP1R1_1,0.4352837
3_PTHLH_ADCYAP1R1_2,0.43528414
3_PTHLH_ADCYAP1R1_3,0.4464315
3_PTHLH_ADCYAP1R1_4,0.44245538
3_PTHLH_ADCYAP1R1_5,0.42932692
3_PTHLH_ADCYAP1R1_6,0.43172395
3_ADCYAP1_ADCYAP1R1_0,0.44727227
3_ADCYAP1_ADCYAP1R1_1,0.43095183
3_ADCYAP1_ADCYAP1R1_2,0.4309523
3_ADCYAP1_ADCYAP1R1_3,0.44035044
3_ADCYAP1_ADCYAP1R1_4,0.4365493
3_ADCYAP1_ADCYAP1R1_5,0.42231676
3_ADCYAP1_ADCYAP1R1_6,0.42743382
3_ADCYAP1_VIPR1_0,0.4472858
3_ADCYAP1_VIPR1_1,0.43096152
3_ADCYAP1_VIPR1_2,0.430962
3_ADCYAP1_VIPR1_3,0.4403657
3_ADCYAP1_VIPR1_4,0.43656048
3_ADCYAP1_VIPR1_5,0.4223208
3_ADCYAP1_VIPR1_6,0.42744327
3_ADCYAP1_GPR84_0,0.44740963
3_ADCYAP1_GPR84_1,0.43104705
3_ADCYAP1_GPR84_2,0.43104756
3_ADCYAP1_GPR84_3,0.44050142
3_ADCYAP1_GPR84_4,0.43667325
3_ADCYAP1_GPR84_5,0.42255196
3_ADCYAP1_GPR84_6,0.42752802
3_ADCYAP1_ADRB3_0,0.44727108
3_ADCYAP1_ADRB3_1,0.43095127
3_ADCYAP1_ADRB3_2,0.43095174
3_ADCYAP1_ADRB3_3,0.44034895
3_ADCYAP1_ADRB3_4,0.43654862
3_ADCYAP1_ADRB3_5,0.4223158
3_ADCYAP1_ADRB3_6,0.42743334
3_ADCYAP1_DPP4_0,0.44731605
3_ADCYAP1_DPP4_1,0.4308746
3_ADCYAP1_DPP4_2,0.4308751
3_ADCYAP1_DPP4_3,0.44041225
3_ADCYAP1_DPP4_4,0.43653807
3_ADCYAP1_DPP4_5,0.42230448
3_ADCYAP1_DPP4_6,0.4273548
3_CGA_LHCGR_0,0.44747052
3_CGA_LHCGR_1,0.43107876
3_CGA_LHCGR_2,0.43107927
3_CGA_LHCGR_3,0.44056097
3_CGA_LHCGR_4,0.43673703
3_CGA_LHCGR_5,0.42254686
3_CGA_LHCGR_6,0.4275588
3_CGA_ADRB3_0,0.44778264
3_CGA_ADRB3_1,0.43130064
3_CGA_ADRB3_2,0.43130115
3_CGA_ADRB3_3,0.4409027
3_CGA_ADRB3_4,0.43699527
3_CGA_ADRB3_5,0.42289543
3_CGA_ADRB3_6,0.42777705
3_CGA_GPR84_0,0.45393562
3_CGA_GPR84_1,0.43659416
3_CGA_GPR84_2,0.43659458
3_CGA_GPR84_3,0.4474316
3_CGA_GPR84_4,0.44437674
3_CGA_GPR84_5,0.4339477
3_CGA_GPR84_6,0.43302155
3_CGA_VIPR1_0,0.44843662
3_CGA_VIPR1_1,0.43176568
3_CGA_VIPR1_2,0.43176618
3_CGA_VIPR1_3,0.44158998
3_CGA_VIPR1_4,0.43760228
3_CGA_VIPR1_5,0.42381275
3_CGA_VIPR1_6,0.4282366
3_CGA_ADCYAP1R1_0,0.44802442
3_CGA_ADCYAP1R1_1,0.43145064
3_CGA_ADCYAP1R1_2,0.43145117
3_CGA_ADCYAP1R1_3,0.4411706
3_CGA_ADCYAP1R1_4,0.437138
3_CGA_ADCYAP1R1_5,0.42299053
3_CGA_ADCYAP1R1_6,0.4279227
3_CGA_FSHR_0,0.44758067
3_CGA_FSHR_1,0.43117538
3_CGA_FSHR_2,0.43117592
3_CGA_FSHR_3,0.44068286
3_CGA_FSHR_4,0.43681955
3_CGA_FSHR_5,0.422649
3_CGA_FSHR_6,0.42765352
3_S100A10_CFTR_0,0.48119435
3_S100A10_CFTR_1,0.4566219
3_S100A10_CFTR_2,0.45662236
3_S100A10_CFTR_3,0.48433864
3_S100A10_CFTR_4,0.47263184
3_S100A10_CFTR_5,0.46308348
3_S100A10_CFTR_6,0.45366696
3_SHANK2_CFTR_0,0.44770703
3_SHANK2_CFTR_1,0.4312851
3_SHANK2_CFTR_2,0.43128565
3_SHANK2_CFTR_3,0.44080183
3_SHANK2_CFTR_4,0.4369901
3_SHANK2_CFTR_5,0.42297074
3_SHANK2_CFTR_6,0.42776385
3_S100A4_ERBB2_0,0.51353353
3_S100A4_ERBB2_1,0.39360467
3_S100A4_ERBB2_2,0.3936049
3_S100A4_ERBB2_3,0.5289434
3_S100A4_ERBB2_4,0.44539785
3_S100A4_ERBB2_5,0.56794596
3_S100A4_ERBB2_6,0.39397314
3_S100A4_EGFR_0,0.3926591
3_S100A4_EGFR_1,0.3032819
3_S100A4_EGFR_2,0.30328193
3_S100A4_EGFR_3,0.35185215
3_S100A4_EGFR_4,0.3476574
3_S100A4_EGFR_5,0.47298685
3_S100A4_EGFR_6,0.30374646
3_TNFSF13B_CD40_0,0.55221236
3_TNFSF13B_CD40_1,0.5313132
3_TNFSF13B_CD40_2,0.5313137
3_TNFSF13B_CD40_3,0.55236334
3_TNFSF13B_CD40_4,0.60564184
3_TNFSF13B_CD40_5,0.6180353
3_TNFSF13B_CD40_6,0.52981335
3_TNFSF13B_TNFRSF13B_0,0.65053374
3_TNFSF13B_TNFRSF13B_1,0.63588494
3_TNFSF13B_TNFRSF13B_2,0.6358854
3_TNFSF13B_TNFRSF13B_3,0.62710786
3_TNFSF13B_TNFRSF13B_4,0.6620553
3_TNFSF13B_TNFRSF13B_5,0.6686898
3_TNFSF13B_TNFRSF13B_6,0.62762535
3_LTA_LTBR_0,0.44046864
3_LTA_LTBR_1,0.42926487
3_LTA_LTBR_2,0.42926493
3_LTA_LTBR_3,0.4457848
3_LTA_LTBR_4,0.46193978
3_LTA_LTBR_5,0.5019041
3_LTA_LTBR_6,0.42922387
3_LTA_RIPK1_0,0.4873898
3_LTA_RIPK1_1,0.48983797
3_LTA_RIPK1_2,0.48983857
3_LTA_RIPK1_3,0.4519526
3_LTA_RIPK1_4,0.53046864
3_LTA_RIPK1_5,0.5437147
3_LTA_RIPK1_6,0.48701033
3_LTA_TNFRSF1A_0,0.45252118
3_LTA_TNFRSF1A_1,0.44363198
3_LTA_TNFRSF1A_2,0.44363225
3_LTA_TNFRSF1A_3,0.46055976
3_LTA_TNFRSF1A_4,0.4781104
3_LTA_TNFRSF1A_5,0.52714866
3_LTA_TNFRSF1A_6,0.4411548
3_LTA_TNFRSF1B_0,0.6155364
3_LTA_TNFRSF1B_1,0.5652848
3_LTA_TNFRSF1B_2,0.5652857
3_LTA_TNFRSF1B_3,0.64390445
3_LTA_TNFRSF1B_4,0.63557035
3_LTA_TNFRSF1B_5,0.67173964
3_LTA_TNFRSF1B_6,0.5619485
3_NTF4_NTRK1_0,0.4473033
3_NTF4_NTRK1_1,0.43097425
3_NTF4_NTRK1_2,0.43097472
3_NTF4_NTRK1_3,0.4403825
3_NTF4_NTRK1_4,0.43658042
3_NTF4_NTRK1_5,0.42236313
3_NTF4_NTRK1_6,0.427456
3_NTF4_NTRK2_0,0.44744763
3_NTF4_NTRK2_1,0.43105564
3_NTF4_NTRK2_2,0.43105614
3_NTF4_NTRK2_3,0.44053134
3_NTF4_NTRK2_4,0.4367248
3_NTF4_NTRK2_5,0.42262578
3_NTF4_NTRK2_6,0.42753625
3_FAM3C_GLRA2_0,0.46405777
3_FAM3C_GLRA2_1,0.44416142
3_FAM3C_GLRA2_2,0.4441619
3_FAM3C_GLRA2_3,0.45845637
3_FAM3C_GLRA2_4,0.45464733
3_FAM3C_GLRA2_5,0.44338545
3_FAM3C_GLRA2_6,0.4405217
3_C1QB_C1QBP_0,0.5365873
3_C1QB_C1QBP_1,0.48117092
3_C1QB_C1QBP_2,0.48117128
3_C1QB_C1QBP_3,0.5365858
3_C1QB_C1QBP_4,0.5487903
3_C1QB_C1QBP_5,0.58291435
3_C1QB_C1QBP_6,0.48013568
3_C1QB_LRP1_0,0.4145411
3_C1QB_LRP1_1,0.34950128
3_C1QB_LRP1_2,0.34950137
3_C1QB_LRP1_3,0.40526786
3_C1QB_LRP1_4,0.416267
3_C1QB_LRP1_5,0.43716124
3_C1QB_LRP1_6,0.34984064
3_GNRH2_GNRHR_0,0.44856694
3_GNRH2_GNRHR_1,0.43183032
3_GNRH2_GNRHR_2,0.43183076
3_GNRH2_GNRHR_3,0.44167754
3_GNRH2_GNRHR_4,0.43787017
3_GNRH2_GNRHR_5,0.42417058
3_GNRH2_GNRHR_6,0.42830274
3_IL22_IL10RA_0,0.4491023
3_IL22_IL10RA_1,0.43223432
3_IL22_IL10RA_2,0.43223476
3_IL22_IL10RA_3,0.44195005
3_IL22_IL10RA_4,0.43823746
3_IL22_IL10RA_5,0.4233519
3_IL22_IL10RA_6,0.42870355
3_IL22_IL22RA2_0,0.44726893
3_IL22_IL22RA2_1,0.43094674
3_IL22_IL22RA2_2,0.4309472
3_IL22_IL22RA2_3,0.44034722
3_IL22_IL22RA2_4,0.43654466
3_IL22_IL22RA2_5,0.42231593
3_IL22_IL22RA2_6,0.42742863
3_IL22_IL21R_0,0.44832948
3_IL22_IL21R_1,0.43166032
3_IL22_IL21R_2,0.43166077
3_IL22_IL21R_3,0.44156048
3_IL22_IL21R_4,0.43742466
3_IL22_IL21R_5,0.42192063
3_IL22_IL21R_6,0.42812768
3_IL22_IL10RB_0,0.44877753
3_IL22_IL10RB_1,0.43139982
3_IL22_IL10RB_2,0.43140033
3_IL22_IL10RB_3,0.44122148
3_IL22_IL10RB_4,0.43775198
3_IL22_IL10RB_5,0.42318574
3_IL22_IL10RB_6,0.42785904
3_IL10_IL10RB_0,0.49458277
3_IL10_IL10RB_1,0.384154
3_IL10_IL10RB_2,0.38415444
3_IL10_IL10RB_3,0.46208906
3_IL10_IL10RB_4,0.486073
3_IL10_IL10RB_5,0.5354023
3_IL10_IL10RB_6,0.3850418
3_IL10_IL10RA_0,0.66026384
3_IL10_IL10RA_1,0.64004564
3_IL10_IL10RA_2,0.6400462
3_IL10_IL10RA_3,0.6765792
3_IL10_IL10RA_4,0.68377274
3_IL10_IL10RA_5,0.63402456
3_IL10_IL10RA_6,0.63832307
3_CLEC2D_KLRB1_0,0.6528142
3_CLEC2D_KLRB1_1,0.62908345
3_CLEC2D_KLRB1_2,0.62908393
3_CLEC2D_KLRB1_3,0.6665149
3_CLEC2D_KLRB1_4,0.64274067
3_CLEC2D_KLRB1_5,0.6802263
3_CLEC2D_KLRB1_6,0.62122947
3_PDYN_GRM7_0,0.4472883
3_PDYN_GRM7_1,0.4309493
3_PDYN_GRM7_2,0.43094984
3_PDYN_GRM7_3,0.44036964
3_PDYN_GRM7_4,0.43655798
3_PDYN_GRM7_5,0.42235103
3_PDYN_GRM7_6,0.42743102
3_PODXL2_SELL_0,0.5894392
3_PODXL2_SELL_1,0.58079094
3_PODXL2_SELL_2,0.5807916
3_PODXL2_SELL_3,0.5874658
3_PODXL2_SELL_4,0.600396
3_PODXL2_SELL_5,0.5876391
3_PODXL2_SELL_6,0.5772099
3_CD34_SELL_0,0.6459133
3_CD34_SELL_1,0.5813008
3_CD34_SELL_2,0.5813014
3_CD34_SELL_3,0.60954374
3_CD34_SELL_4,0.62247235
3_CD34_SELL_5,0.64650565
3_CD34_SELL_6,0.57894844
3_CD34_SELP_0,0.62508655
3_CD34_SELP_1,0.5865982
3_CD34_SELP_2,0.5865987
3_CD34_SELP_3,0.60847515
3_CD34_SELP_4,0.62229866
3_CD34_SELP_5,0.6376872
3_CD34_SELP_6,0.5835591
3_MUC7_SELL_0,0.48155835
3_MUC7_SELL_1,0.45686522
3_MUC7_SELL_2,0.4568657
3_MUC7_SELL_3,0.4771876
3_MUC7_SELL_4,0.4719065
3_MUC7_SELL_5,0.46565357
3_MUC7_SELL_6,0.453104
3_PODXL_SELL_0,0.63756007
3_PODXL_SELL_1,0.5905991
3_PODXL_SELL_2,0.5906003
3_PODXL_SELL_3,0.6459627
3_PODXL_SELL_4,0.6104005
3_PODXL_SELL_5,0.6590441
3_PODXL_SELL_6,0.6353956
3_MICA_KLRK1_0,0.64564854
3_MICA_KLRK1_1,0.63986456
3_MICA_KLRK1_2,0.63986516
3_MICA_KLRK1_3,0.65281653
3_MICA_KLRK1_4,0.6644857
3_MICA_KLRK1_5,0.6532995
3_MICA_KLRK1_6,0.6315677
3_RAET1L_KLRK1_0,0.4872853
3_RAET1L_KLRK1_1,0.46687838
3_RAET1L_KLRK1_2,0.466879
3_RAET1L_KLRK1_3,0.49021506
3_RAET1L_KLRK1_4,0.47830948
3_RAET1L_KLRK1_5,0.4660832
3_RAET1L_KLRK1_6,0.4608598
3_ULBP2_KLRK1_0,0.5920939
3_ULBP2_KLRK1_1,0.58128124
3_ULBP2_KLRK1_2,0.5812817
3_ULBP2_KLRK1_3,0.6115752
3_ULBP2_KLRK1_4,0.6106179
3_ULBP2_KLRK1_5,0.6402755
3_ULBP2_KLRK1_6,0.57881045
3_RAET1G_KLRK1_0,0.62393993
3_RAET1G_KLRK1_1,0.57168394
3_RAET1G_KLRK1_2,0.5716838
3_RAET1G_KLRK1_3,0.62405324
3_RAET1G_KLRK1_4,0.624351
3_RAET1G_KLRK1_5,0.60812646
3_RAET1G_KLRK1_6,0.5690183
3_CD55_CR1_0,0.6320791
3_CD55_CR1_1,0.6013639
3_CD55_CR1_2,0.6013642
3_CD55_CR1_3,0.6385617
3_CD55_CR1_4,0.65113646
3_CD55_CR1_5,0.6511897
3_CD55_CR1_6,0.5995894
3_GPC3_LRP1_0,0.6528863
3_GPC3_LRP1_1,0.6065909
3_GPC3_LRP1_2,0.6065987
3_GPC3_LRP1_3,0.63732094
3_GPC3_LRP1_4,0.66768616
3_GPC3_LRP1_5,0.63797617
3_GPC3_LRP1_6,0.61026543
3_A2M_LRP1_0,0.51057893
3_A2M_LRP1_1,0.42408964
3_A2M_LRP1_2,0.42409006
3_A2M_LRP1_3,0.4923786
3_A2M_LRP1_4,0.53291255
3_A2M_LRP1_5,0.53425103
3_A2M_LRP1_6,0.42283145
3_SERPINA1_LRP1_0,0.46597782
3_SERPINA1_LRP1_1,0.39113605
3_SERPINA1_LRP1_2,0.39113638
3_SERPINA1_LRP1_3,0.45590177
3_SERPINA1_LRP1_4,0.46871266
3_SERPINA1_LRP1_5,0.49465537
3_SERPINA1_LRP1_6,0.39138377
3_SERPINE2_LRP1_0,0.5029571
3_SERPINE2_LRP1_1,0.4130907
3_SERPINE2_LRP1_2,0.4130911
3_SERPINE2_LRP1_3,0.4811994
3_SERPINE2_LRP1_4,0.51896864
3_SERPINE2_LRP1_5,0.53380305
3_SERPINE2_LRP1_6,0.4120983
3_MMP13_LRP1_0,0.45391083
3_MMP13_LRP1_1,0.43482003
3_MMP13_LRP1_2,0.43482056
3_MMP13_LRP1_3,0.44451165
3_MMP13_LRP1_4,0.44342077
3_MMP13_LRP1_5,0.43207732
3_MMP13_LRP1_6,0.43126082
3_HPX_LRP1_0,0.48584354
3_HPX_LRP1_1,0.45927048
3_HPX_LRP1_2,0.4592711
3_HPX_LRP1_3,0.4822376
3_HPX_LRP1_4,0.50120074
3_HPX_LRP1_5,0.4718188
3_HPX_LRP1_6,0.45546886
3_LIPC_LRP1_0,0.51708955
3_LIPC_LRP1_1,0.47073928
3_LIPC_LRP1_2,0.4707398
3_LIPC_LRP1_3,0.5084413
3_LIPC_LRP1_4,0.512139
3_LIPC_LRP1_5,0.516504
3_LIPC_LRP1_6,0.4671537
3_PSAP_LRP1_0,0.3924648
3_PSAP_LRP1_1,0.31865987
3_PSAP_LRP1_2,0.31866023
3_PSAP_LRP1_3,0.40832388
3_PSAP_LRP1_4,0.3919436
3_PSAP_LRP1_5,0.4548472
3_PSAP_LRP1_6,0.32016185
3_PSAP_SORT1_0,0.42293742
3_PSAP_SORT1_1,0.33260778
3_PSAP_SORT1_2,0.33260956
3_PSAP_SORT1_3,0.45510423
3_PSAP_SORT1_4,0.4429189
3_PSAP_SORT1_5,0.47586188
3_PSAP_SORT1_6,0.3268306
3_PSAP_GPR37_0,0.5590818
3_PSAP_GPR37_1,0.47033045
3_PSAP_GPR37_2,0.4703308
3_PSAP_GPR37_3,0.5671787
3_PSAP_GPR37_4,0.5302806
3_PSAP_GPR37_5,0.5895136
3_PSAP_GPR37_6,0.4685289
3_PSAP_CD1B_0,0.59322816
3_PSAP_CD1B_1,0.5384879
3_PSAP_CD1B_2,0.5384884
3_PSAP_CD1B_3,0.5856275
3_PSAP_CD1B_4,0.6038599
3_PSAP_CD1B_5,0.60759455
3_PSAP_CD1B_6,0.53694725
3_PSAP_AR_0,0.4951993
3_PSAP_AR_1,0.49174047
3_PSAP_AR_2,0.49174213
3_PSAP_AR_3,0.52551895
3_PSAP_AR_4,0.52242154
3_PSAP_AR_5,0.5411573
3_PSAP_AR_6,0.49498963
3_ASIP_MC4R_0,0.44819644
3_ASIP_MC4R_1,0.43145844
3_ASIP_MC4R_2,0.43145886
3_ASIP_MC4R_3,0.44131562
3_ASIP_MC4R_4,0.43752003
3_ASIP_MC4R_5,0.4233326
3_ASIP_MC4R_6,0.427935
3_ASIP_MC5R_0,0.4477364
3_ASIP_MC5R_1,0.4312202
3_ASIP_MC5R_2,0.43122068
3_ASIP_MC5R_3,0.44083074
3_ASIP_MC5R_4,0.43701386
3_ASIP_MC5R_5,0.42306414
3_ASIP_MC5R_6,0.42769894
3_ASIP_MC2R_0,0.45342717
3_ASIP_MC2R_1,0.43512455
3_ASIP_MC2R_2,0.43512508
3_ASIP_MC2R_3,0.4459341
3_ASIP_MC2R_4,0.44253325
3_ASIP_MC2R_5,0.43056026
3_ASIP_MC2R_6,0.4315612
3_ASIP_F11R_0,0.5333317
3_ASIP_F11R_1,0.49279928
3_ASIP_F11R_2,0.4928001
3_ASIP_F11R_3,0.5270086
3_ASIP_F11R_4,0.537635
3_ASIP_F11R_5,0.52324027
3_ASIP_F11R_6,0.4892455
3_ASIP_MC1R_0,0.45704338
3_ASIP_MC1R_1,0.43613434
3_ASIP_MC1R_2,0.43613482
3_ASIP_MC1R_3,0.45234898
3_ASIP_MC1R_4,0.4465082
3_ASIP_MC1R_5,0.4352804
3_ASIP_MC1R_6,0.43256226
3_ASIP_ATRN_0,0.4700822
3_ASIP_ATRN_1,0.44936585
3_ASIP_ATRN_2,0.4493663
3_ASIP_ATRN_3,0.47057256
3_ASIP_ATRN_4,0.46719742
3_ASIP_ATRN_5,0.45317385
3_ASIP_ATRN_6,0.44239208
3_ASIP_MC3R_0,0.4477569
3_ASIP_MC3R_1,0.43119574
3_ASIP_MC3R_2,0.4311962
3_ASIP_MC3R_3,0.44085312
3_ASIP_MC3R_4,0.43704787
3_ASIP_MC3R_5,0.42329708
3_ASIP_MC3R_6,0.42767406
3_SFTPA2_CD93_0,0.4501867
3_SFTPA2_CD93_1,0.43267134
3_SFTPA2_CD93_2,0.43267182
3_SFTPA2_CD93_3,0.44347143
3_SFTPA2_CD93_4,0.4398837
3_SFTPA2_CD93_5,0.42152372
3_SFTPA2_CD93_6,0.42912367
3_MBL2_CD93_0,0.4535102
3_MBL2_CD93_1,0.43483078
3_MBL2_CD93_2,0.43483123
3_MBL2_CD93_3,0.44618425
3_MBL2_CD93_4,0.44311523
3_MBL2_CD93_5,0.43001637
3_MBL2_CD93_6,0.43127134
3_MBL2_CALCR_0,0.44752154
3_MBL2_CALCR_1,0.43112287
3_MBL2_CALCR_2,0.43112338
3_MBL2_CALCR_3,0.4406087
3_MBL2_CALCR_4,0.43680325
3_MBL2_CALCR_5,0.42264864
3_MBL2_CALCR_6,0.42760321
3_C1QA_CR1_0,0.6610927
3_C1QA_CR1_1,0.611052
3_C1QA_CR1_2,0.6110525
3_C1QA_CR1_3,0.63038915
3_C1QA_CR1_4,0.65964335
3_C1QA_CR1_5,0.6734337
3_C1QA_CR1_6,0.6267748
3_C1QA_CD93_0,0.52659583
3_C1QA_CD93_1,0.42280555
3_C1QA_CD93_2,0.42280975
3_C1QA_CD93_3,0.5276419
3_C1QA_CD93_4,0.47060117
3_C1QA_CD93_5,0.5110487
3_C1QA_CD93_6,0.42544833
3_C1QA_CSPG4_0,0.53197974
3_C1QA_CSPG4_1,0.5081757
3_C1QA_CSPG4_2,0.5081763
3_C1QA_CSPG4_3,0.521671
3_C1QA_CSPG4_4,0.5515203
3_C1QA_CSPG4_5,0.52616596
3_C1QA_CSPG4_6,0.5050268
3_IGFL1_IGFLR1_0,0.450158
3_IGFL1_IGFLR1_1,0.43291143
3_IGFL1_IGFLR1_2,0.4329119
3_IGFL1_IGFLR1_3,0.44263718
3_IGFL1_IGFLR1_4,0.4392533
3_IGFL1_IGFLR1_5,0.42504272
3_IGFL1_IGFLR1_6,0.42935774
3_IGFL3_IGFLR1_0,0.50122267
3_IGFL3_IGFLR1_1,0.4704326
3_IGFL3_IGFLR1_2,0.4704332
3_IGFL3_IGFLR1_3,0.49657091
3_IGFL3_IGFLR1_4,0.49084786
3_IGFL3_IGFLR1_5,0.50699335
3_IGFL3_IGFLR1_6,0.46651638
3_GSTP1_EGFR_0,0.36828163
3_GSTP1_EGFR_1,0.31423268
3_GSTP1_EGFR_2,0.31423286
3_GSTP1_EGFR_3,0.36683783
3_GSTP1_EGFR_4,0.36814412
3_GSTP1_EGFR_5,0.4802029
3_GSTP1_EGFR_6,0.31427526
3_GALP_GALR1_0,0.44726285
3_GALP_GALR1_1,0.43094638
3_GALP_GALR1_2,0.43094686
3_GALP_GALR1_3,0.44033977
3_GALP_GALR1_4,0.4365417
3_GALP_GALR1_5,0.42231092
3_GALP_GALR1_6,0.42742857
3_NTNG2_LRRC4_0,0.4492974
3_NTNG2_LRRC4_1,0.43203664
3_NTNG2_LRRC4_2,0.43203712
3_NTNG2_LRRC4_3,0.4419826
3_NTNG2_LRRC4_4,0.43834576
3_NTNG2_LRRC4_5,0.4237852
3_NTNG2_LRRC4_6,0.42849693
3_NTNG2_LRRC4C_0,0.44818473
3_NTNG2_LRRC4C_1,0.43103412
3_NTNG2_LRRC4C_2,0.4310346
3_NTNG2_LRRC4C_3,0.4409268
3_NTNG2_LRRC4C_4,0.4375175
3_NTNG2_LRRC4C_5,0.4237801
3_NTNG2_LRRC4C_6,0.4275037
3_GUCA2B_GUCY2D_0,0.44726256
3_GUCA2B_GUCY2D_1,0.4309428
3_GUCA2B_GUCY2D_2,0.43094334
3_GUCA2B_GUCY2D_3,0.4403399
3_GUCA2B_GUCY2D_4,0.43654037
3_GUCA2B_GUCY2D_5,0.42231002
3_GUCA2B_GUCY2D_6,0.427425
3_VEGFC_FLT1_0,0.6135611
3_VEGFC_FLT1_1,0.60978055
3_VEGFC_FLT1_2,0.6097819
3_VEGFC_FLT1_3,0.63690764
3_VEGFC_FLT1_4,0.63490444
3_VEGFC_FLT1_5,0.5739901
3_VEGFC_FLT1_6,0.6097722
3_VEGFC_CCBE1_0,0.6230291
3_VEGFC_CCBE1_1,0.61740303
3_VEGFC_CCBE1_2,0.6174035
3_VEGFC_CCBE1_3,0.641898
