,prob
1_AGRN_LRP4_3,0.49161378
1_AGRN_LRP4_4,0.5399465
1_AGRN_LRP4_5,0.4820901
1_AGRN_LRP4_6,0.4971539
1_AGRN_LRP1_0,0.5858362
1_AGRN_LRP1_1,0.5543098
1_AGRN_LRP1_2,0.5543105
1_AGRN_LRP1_3,0.5870602
1_AGRN_LRP1_4,0.6666424
1_AGRN_LRP1_5,0.5996893
1_AGRN_LRP1_6,0.55261606
1_AGRN_ATP1A3_0,0.5255967
1_AGRN_ATP1A3_1,0.5258779
1_AGRN_ATP1A3_2,0.5258784
1_AGRN_ATP1A3_3,0.51298934
1_AGRN_ATP1A3_4,0.56681013
1_AGRN_ATP1A3_5,0.50221634
1_AGRN_ATP1A3_6,0.5219505
1_AGRN_MUSK_0,0.5005402
1_AGRN_MUSK_1,0.49582276
1_AGRN_MUSK_2,0.49582323
1_AGRN_MUSK_3,0.48073432
1_AGRN_MUSK_4,0.5342887
1_AGRN_MUSK_5,0.478454
1_AGRN_MUSK_6,0.4923656
1_INSL3_ADRB3_0,0.4752516
1_INSL3_ADRB3_1,0.4848881
1_INSL3_ADRB3_2,0.48488855
1_INSL3_ADRB3_3,0.46360144
1_INSL3_ADRB3_4,0.5227737
1_INSL3_ADRB3_5,0.44900095
1_INSL3_ADRB3_6,0.48140672
1_INSL3_GPR84_0,0.48501715
1_INSL3_GPR84_1,0.49192822
1_INSL3_GPR84_2,0.49192867
1_INSL3_GPR84_3,0.4636189
1_INSL3_GPR84_4,0.5311547
1_INSL3_GPR84_5,0.4630436
1_INSL3_GPR84_6,0.48842058
1_INSL3_ADCYAP1R1_0,0.4753684
1_INSL3_ADCYAP1R1_1,0.48493612
1_INSL3_ADCYAP1R1_2,0.48493662
1_INSL3_ADCYAP1R1_3,0.46371982
1_INSL3_ADCYAP1R1_4,0.5228872
1_INSL3_ADCYAP1R1_5,0.44936404
1_INSL3_ADCYAP1R1_6,0.48145184
1_INSL3_VIPR1_0,0.4758589
1_INSL3_VIPR1_1,0.48537531
1_INSL3_VIPR1_2,0.48537588
1_INSL3_VIPR1_3,0.4642096
1_INSL3_VIPR1_4,0.52339596
1_INSL3_VIPR1_5,0.44986114
1_INSL3_VIPR1_6,0.48188844
1_AVP_LDLR_0,0.47504738
1_AVP_LDLR_1,0.48472765
1_AVP_LDLR_2,0.48472813
1_AVP_LDLR_3,0.4633967
1_AVP_LDLR_4,0.5226045
1_AVP_LDLR_5,0.44880465
1_AVP_LDLR_6,0.48124638
1_AVP_VIPR1_0,0.474993
1_AVP_VIPR1_1,0.48472872
1_AVP_VIPR1_2,0.4847292
1_AVP_VIPR1_3,0.46334004
1_AVP_VIPR1_4,0.5225743
1_AVP_VIPR1_5,0.44861266
1_AVP_VIPR1_6,0.48124906
1_AVP_ADCYAP1R1_0,0.47499084
1_AVP_ADCYAP1R1_1,0.48472705
1_AVP_ADCYAP1R1_2,0.4847275
1_AVP_ADCYAP1R1_3,0.463338
1_AVP_ADCYAP1R1_4,0.52257204
1_AVP_ADCYAP1R1_5,0.44860947
1_AVP_ADCYAP1R1_6,0.4812474
1_AVP_GPR84_0,0.47499076
1_AVP_GPR84_1,0.48472703
1_AVP_GPR84_2,0.4847275
1_AVP_GPR84_3,0.4633379
1_AVP_GPR84_4,0.5225719
1_AVP_GPR84_5,0.4486088
1_AVP_GPR84_6,0.48124734
1_AVP_ADRB3_0,0.47499117
1_AVP_ADRB3_1,0.48472738
1_AVP_ADRB3_2,0.48472786
1_AVP_ADRB3_3,0.46333826
1_AVP_ADRB3_4,0.52257246
1_AVP_ADRB3_5,0.4486095
1_AVP_ADRB3_6,0.48124775
1_AVP_OXTR_0,0.47499323
1_AVP_OXTR_1,0.48472503
1_AVP_OXTR_2,0.48472548
1_AVP_OXTR_3,0.4633406
1_AVP_OXTR_4,0.52257055
1_AVP_OXTR_5,0.44861665
1_AVP_OXTR_6,0.48124528
1_AVP_AVPR1A_0,0.47500554
1_AVP_AVPR1A_1,0.48473617
1_AVP_AVPR1A_2,0.48473668
1_AVP_AVPR1A_3,0.46335292
1_AVP_AVPR1A_4,0.52258664
1_AVP_AVPR1A_5,0.4486414
1_AVP_AVPR1A_6,0.48125628
1_COL2A1_ITGA10_0,0.47703663
1_COL2A1_ITGA10_1,0.4858396
1_COL2A1_ITGA10_2,0.48584005
1_COL2A1_ITGA10_3,0.46536878
1_COL2A1_ITGA10_4,0.5237139
1_COL2A1_ITGA10_5,0.45086586
1_COL2A1_ITGA10_6,0.4823636
1_COL2A1_DDR1_0,0.47843933
1_COL2A1_DDR1_1,0.48649335
1_COL2A1_DDR1_2,0.4864938
1_COL2A1_DDR1_3,0.46676
1_COL2A1_DDR1_4,0.5243829
1_COL2A1_DDR1_5,0.45252517
1_COL2A1_DDR1_6,0.48301986
1_COL2A1_ITGA2B_0,0.47520772
1_COL2A1_ITGA2B_1,0.48485628
1_COL2A1_ITGA2B_2,0.48485675
1_COL2A1_ITGA2B_3,0.46355352
1_COL2A1_ITGA2B_4,0.5227106
1_COL2A1_ITGA2B_5,0.44884
1_COL2A1_ITGA2B_6,0.48137662
1_COL2A1_ITGA2_0,0.47920656
1_COL2A1_ITGA2_1,0.48754358
1_COL2A1_ITGA2_2,0.48754415
1_COL2A1_ITGA2_3,0.46752557
1_COL2A1_ITGA2_4,0.52570313
1_COL2A1_ITGA2_5,0.45352113
1_COL2A1_ITGA2_6,0.48406008
1_RLN2_ADRB3_0,0.475561
1_RLN2_ADRB3_1,0.4851502
1_RLN2_ADRB3_2,0.4851506
1_RLN2_ADRB3_3,0.4639052
1_RLN2_ADRB3_4,0.52307445
1_RLN2_ADRB3_5,0.4493078
1_RLN2_ADRB3_6,0.48166797
1_RLN2_GPR84_0,0.488752
1_RLN2_GPR84_1,0.49478778
1_RLN2_GPR84_2,0.49478826
1_RLN2_GPR84_3,0.46846747
1_RLN2_GPR84_4,0.53417844
1_RLN2_GPR84_5,0.4662328
1_RLN2_GPR84_6,0.49128294
1_RLN2_ADCYAP1R1_0,0.47566363
1_RLN2_ADCYAP1R1_1,0.48518303
1_RLN2_ADCYAP1R1_2,0.48518357
1_RLN2_ADCYAP1R1_3,0.46400663
1_RLN2_ADCYAP1R1_4,0.52314657
1_RLN2_ADCYAP1R1_5,0.4495685
1_RLN2_ADCYAP1R1_6,0.48169923
1_RLN2_VIPR1_0,0.47599414
1_RLN2_VIPR1_1,0.48542866
1_RLN2_VIPR1_2,0.48542914
1_RLN2_VIPR1_3,0.46434644
1_RLN2_VIPR1_4,0.52343726
1_RLN2_VIPR1_5,0.45000038
1_RLN2_VIPR1_6,0.48194262
1_RLN2_RXFP3_0,0.47520483
1_RLN2_RXFP3_1,0.48484555
1_RLN2_RXFP3_2,0.4848461
1_RLN2_RXFP3_3,0.4635525
1_RLN2_RXFP3_4,0.5227016
1_RLN2_RXFP3_5,0.4488673
1_RLN2_RXFP3_6,0.48136565
1_RPH3A_NRXN1_0,0.47607982
1_RPH3A_NRXN1_1,0.48560524
1_RPH3A_NRXN1_2,0.4856057
1_RPH3A_NRXN1_3,0.4644213
1_RPH3A_NRXN1_4,0.52360636
1_RPH3A_NRXN1_5,0.44991884
1_RPH3A_NRXN1_6,0.48212066
1_LAMA1_RPSA_0,0.6073911
1_LAMA1_RPSA_1,0.5621848
1_LAMA1_RPSA_2,0.5621856
1_LAMA1_RPSA_3,0.6072511
1_LAMA1_RPSA_4,0.61575055
1_LAMA1_RPSA_5,0.6361573
1_LAMA1_RPSA_6,0.56622183
1_LAMA1_ITGA3_0,0.5405995
1_LAMA1_ITGA3_1,0.5380588
1_LAMA1_ITGA3_2,0.5380594
1_LAMA1_ITGA3_3,0.52977055
1_LAMA1_ITGA3_4,0.57668227
1_LAMA1_ITGA3_5,0.5246873
1_LAMA1_ITGA3_6,0.534712
1_LAMA1_NT5E_0,0.5311783
1_LAMA1_NT5E_1,0.53217196
1_LAMA1_NT5E_2,0.5321725
1_LAMA1_NT5E_3,0.5175932
1_LAMA1_NT5E_4,0.5707385
1_LAMA1_NT5E_5,0.52401656
1_LAMA1_NT5E_6,0.5287094
1_LAMA1_ITGA2_0,0.57338643
1_LAMA1_ITGA2_1,0.5684012
1_LAMA1_ITGA2_2,0.5684021
1_LAMA1_ITGA2_3,0.5610301
1_LAMA1_ITGA2_4,0.6102877
1_LAMA1_ITGA2_5,0.55963826
1_LAMA1_ITGA2_6,0.56538624
1_LAMA1_ITGA7_0,0.5266766
1_LAMA1_ITGA7_1,0.52311456
1_LAMA1_ITGA7_2,0.5231151
1_LAMA1_ITGA7_3,0.50575876
1_LAMA1_ITGA7_4,0.5624532
1_LAMA1_ITGA7_5,0.49968085
1_LAMA1_ITGA7_6,0.51970935
1_LAMA1_ITGB8_0,0.55167806
1_LAMA1_ITGB8_1,0.5479652
1_LAMA1_ITGB8_2,0.5479658
1_LAMA1_ITGB8_3,0.5395236
1_LAMA1_ITGB8_4,0.58731884
1_LAMA1_ITGB8_5,0.5405874
1_LAMA1_ITGB8_6,0.5446085
1_LAMA1_SDC2_0,0.5202194
1_LAMA1_SDC2_1,0.5215626
1_LAMA1_SDC2_2,0.5215631
1_LAMA1_SDC2_3,0.50664884
1_LAMA1_SDC2_4,0.5428758
1_LAMA1_SDC2_5,0.51148885
1_LAMA1_SDC2_6,0.5181849
1_CCL25_CCR10_0,0.4750322
1_CCL25_CCR10_1,0.48470736
1_CCL25_CCR10_2,0.48470783
1_CCL25_CCR10_3,0.4633803
1_CCL25_CCR10_4,0.5225551
1_CCL25_CCR10_5,0.44871736
1_CCL25_CCR10_6,0.4812274
1_CCL25_GRM7_0,0.47499827
1_CCL25_GRM7_1,0.48472622
1_CCL25_GRM7_2,0.48472667
1_CCL25_GRM7_3,0.46334562
1_CCL25_GRM7_4,0.522572
1_CCL25_GRM7_5,0.44862852
1_CCL25_GRM7_6,0.48124647
1_LAMB3_ITGA2_0,0.5620375
1_LAMB3_ITGA2_1,0.55249536
1_LAMB3_ITGA2_2,0.55249596
1_LAMB3_ITGA2_3,0.54947144
1_LAMB3_ITGA2_4,0.60193914
1_LAMB3_ITGA2_5,0.54551667
1_LAMB3_ITGA2_6,0.55035037
1_LAMB3_CD151_0,0.6273699
1_LAMB3_CD151_1,0.5884953
1_LAMB3_CD151_2,0.58849615
1_LAMB3_CD151_3,0.5914466
1_LAMB3_CD151_4,0.6249942
1_LAMB3_CD151_5,0.589627
1_LAMB3_CD151_6,0.5897602
1_LAMB3_ITGA3_0,0.53229827
1_LAMB3_ITGA3_1,0.5290151
1_LAMB3_ITGA3_2,0.52901566
1_LAMB3_ITGA3_3,0.5206745
1_LAMB3_ITGA3_4,0.5679882
1_LAMB3_ITGA3_5,0.5132581
1_LAMB3_ITGA3_6,0.5256006
1_LAMB3_COL17A1_0,0.48960364
1_LAMB3_COL17A1_1,0.4947904
1_LAMB3_COL17A1_2,0.49479094
1_LAMB3_COL17A1_3,0.47786912
1_LAMB3_COL17A1_4,0.5334355
1_LAMB3_COL17A1_5,0.46088913
1_LAMB3_COL17A1_6,0.4912696
1_IL1F10_IL1R1_0,0.47545752
1_IL1F10_IL1R1_1,0.4847825
1_IL1F10_IL1R1_2,0.48478296
1_IL1F10_IL1R1_3,0.4638109
1_IL1F10_IL1R1_4,0.5226732
1_IL1F10_IL1R1_5,0.44945812
1_IL1F10_IL1R1_6,0.48129985
1_CCL8_CCR3_0,0.47655693
1_CCL8_CCR3_1,0.4858766
1_CCL8_CCR3_2,0.48587713
1_CCL8_CCR3_3,0.46489117
1_CCL8_CCR3_4,0.5239267
1_CCL8_CCR3_5,0.4505347
1_CCL8_CCR3_6,0.48239017
1_CCL8_CCR1_0,0.56422836
1_CCL8_CCR1_1,0.55703807
1_CCL8_CCR1_2,0.55703884
1_CCL8_CCR1_3,0.54178935
1_CCL8_CCR1_4,0.6010743
1_CCL8_CCR1_5,0.5654537
1_CCL8_CCR1_6,0.55504376
1_COL4A6_CD93_0,0.47575966
1_COL4A6_CD93_1,0.48515055
1_COL4A6_CD93_2,0.48515096
1_COL4A6_CD93_3,0.46411774
1_COL4A6_CD93_4,0.52306056
1_COL4A6_CD93_5,0.44966587
1_COL4A6_CD93_6,0.4816682
1_COL4A6_ITGA2_0,0.47539583
1_COL4A6_ITGA2_1,0.48479855
1_COL4A6_ITGA2_2,0.48479906
1_COL4A6_ITGA2_3,0.4637492
1_COL4A6_ITGA2_4,0.52269655
1_COL4A6_ITGA2_5,0.44933346
1_COL4A6_ITGA2_6,0.4813156
1_COL4A6_CD47_0,0.47756496
1_COL4A6_CD47_1,0.48589036
1_COL4A6_CD47_2,0.48589078
1_COL4A6_CD47_3,0.46595493
1_COL4A6_CD47_4,0.52466184
1_COL4A6_CD47_5,0.45317706
1_COL4A6_CD47_6,0.48239076
1_CCL26_CCR1_0,0.5608733
1_CCL26_CCR1_1,0.54541445
1_CCL26_CCR1_2,0.54541516
1_CCL26_CCR1_3,0.53646165
1_CCL26_CCR1_4,0.5876125
1_CCL26_CCR1_5,0.52673835
1_CCL26_CCR1_6,0.54209673
1_CCL26_CCR3_0,0.4764899
1_CCL26_CCR3_1,0.4857676
1_CCL26_CCR3_2,0.48576817
1_CCL26_CCR3_3,0.46482113
1_CCL26_CCR3_4,0.5237321
1_CCL26_CCR3_5,0.4501612
1_CCL26_CCR3_6,0.48228535
1_SPP1_ITGA4_0,0.5940905
1_SPP1_ITGA4_1,0.5350794
1_SPP1_ITGA4_2,0.53508013
1_SPP1_ITGA4_3,0.6106258
1_SPP1_ITGA4_4,0.6060149
1_SPP1_ITGA4_5,0.6090261
1_SPP1_ITGA4_6,0.53290325
1_SPP1_ITGB5_0,0.41056874
1_SPP1_ITGB5_1,0.39261398
1_SPP1_ITGB5_2,0.39261398
1_SPP1_ITGB5_3,0.41801563
1_SPP1_ITGB5_4,0.45645535
1_SPP1_ITGB5_5,0.46794996
1_SPP1_ITGB5_6,0.39226606
1_SPP1_ITGB3_0,0.47046843
1_SPP1_ITGB3_1,0.4270258
1_SPP1_ITGB3_2,0.42702997
1_SPP1_ITGB3_3,0.4936224
1_SPP1_ITGB3_4,0.47103778
1_SPP1_ITGB3_5,0.5333913
1_SPP1_ITGB3_6,0.43467438
1_SPP1_ITGA9_0,0.56289357
1_SPP1_ITGA9_1,0.5478224
1_SPP1_ITGA9_2,0.547823
1_SPP1_ITGA9_3,0.5493407
1_SPP1_ITGA9_4,0.5955011
1_SPP1_ITGA9_5,0.5727219
1_SPP1_ITGA9_6,0.54450935
1_LGALS9_MRC2_0,0.35270992
1_LGALS9_MRC2_1,0.3451101
1_LGALS9_MRC2_2,0.34510994
1_LGALS9_MRC2_3,0.37396017
1_LGALS9_MRC2_4,0.38948408
1_LGALS9_MRC2_5,0.4201661
1_LGALS9_MRC2_6,0.34506035
1_LGALS9_HAVCR2_0,0.6663237
1_LGALS9_HAVCR2_1,0.6212644
1_LGALS9_HAVCR2_2,0.62126535
1_LGALS9_HAVCR2_3,0.68055063
1_LGALS9_HAVCR2_4,0.6929612
1_LGALS9_HAVCR2_5,0.61154085
1_LGALS9_HAVCR2_6,0.61873597
1_LGALS9_SLC1A5_0,0.43720403
1_LGALS9_SLC1A5_1,0.4118534
1_LGALS9_SLC1A5_2,0.41185358
1_LGALS9_SLC1A5_3,0.44796935
1_LGALS9_SLC1A5_4,0.46944746
1_LGALS9_SLC1A5_5,0.50353765
1_LGALS9_SLC1A5_6,0.4116168
1_LGALS9_CD47_0,0.55934566
1_LGALS9_CD47_1,0.53565395
1_LGALS9_CD47_2,0.53565425
1_LGALS9_CD47_3,0.58012253
1_LGALS9_CD47_4,0.62093204
1_LGALS9_CD47_5,0.5427207
1_LGALS9_CD47_6,0.5374921
1_ADM2_GPR84_0,0.5871971
1_ADM2_GPR84_1,0.5665074
1_ADM2_GPR84_2,0.566508
1_ADM2_GPR84_3,0.5631482
1_ADM2_GPR84_4,0.6304752
1_ADM2_GPR84_5,0.5988996
1_ADM2_GPR84_6,0.58829504
1_ADM2_ADRB3_0,0.48204637
1_ADM2_ADRB3_1,0.48986316
1_ADM2_ADRB3_2,0.48986366
1_ADM2_ADRB3_3,0.4703804
1_ADM2_ADRB3_4,0.5290325
1_ADM2_ADRB3_5,0.45734534
1_ADM2_ADRB3_6,0.48635146
1_ADM2_VIPR1_0,0.48889312
1_ADM2_VIPR1_1,0.4954746
1_ADM2_VIPR1_2,0.49547514
1_ADM2_VIPR1_3,0.4770836
1_ADM2_VIPR1_4,0.5352347
1_ADM2_VIPR1_5,0.46677998
1_ADM2_VIPR1_6,0.49191943
1_ADM2_ADCYAP1R1_0,0.48430625
1_ADM2_ADCYAP1R1_1,0.49197158
1_ADM2_ADCYAP1R1_2,0.49197233
1_ADM2_ADCYAP1R1_3,0.47256455
1_ADM2_ADCYAP1R1_4,0.53129536
1_ADM2_ADCYAP1R1_5,0.46082297
1_ADM2_ADCYAP1R1_6,0.48791215
1_ADM2_CALCR_0,0.4823563
1_ADM2_CALCR_1,0.4894974
1_ADM2_CALCR_2,0.4894978
1_ADM2_CALCR_3,0.47066572
1_ADM2_CALCR_4,0.52849597
1_ADM2_CALCR_5,0.4566373
1_ADM2_CALCR_6,0.48599303
1_ADM2_RAMP1_0,0.49574125
1_ADM2_RAMP1_1,0.4900916
1_ADM2_RAMP1_2,0.490092
1_ADM2_RAMP1_3,0.48485324
1_ADM2_RAMP1_4,0.533974
1_ADM2_RAMP1_5,0.52837944
1_ADM2_RAMP1_6,0.4948821
1_ADM2_CALCRL_0,0.60362226
1_ADM2_CALCRL_1,0.59261775
1_ADM2_CALCRL_2,0.5926176
1_ADM2_CALCRL_3,0.6017093
1_ADM2_CALCRL_4,0.63421553
1_ADM2_CALCRL_5,0.6373145
1_ADM2_CALCRL_6,0.57894415
1_CXCL12_CD4_0,0.69941854
1_CXCL12_CD4_1,0.65838856
1_CXCL12_CD4_2,0.6583889
1_CXCL12_CD4_3,0.6827956
1_CXCL12_CD4_4,0.7421391
1_CXCL12_CD4_5,0.68385667
1_CXCL12_CD4_6,0.672328
1_CXCL12_DPP4_0,0.6610871
1_CXCL12_DPP4_1,0.64601684
1_CXCL12_DPP4_2,0.6460169
1_CXCL12_DPP4_3,0.6438513
1_CXCL12_DPP4_4,0.6724408
1_CXCL12_DPP4_5,0.6234942
1_CXCL12_DPP4_6,0.6434992
1_CXCL12_CCR4_0,0.64217645
1_CXCL12_CCR4_1,0.6470975
1_CXCL12_CCR4_2,0.6470979
1_CXCL12_CCR4_3,0.64815325
1_CXCL12_CCR4_4,0.68104696
1_CXCL12_CCR4_5,0.6317307
1_CXCL12_CCR4_6,0.64237064
1_CXCL12_GRM7_0,0.4996318
1_CXCL12_GRM7_1,0.5013382
1_CXCL12_GRM7_2,0.5013387
1_CXCL12_GRM7_3,0.48735952
1_CXCL12_GRM7_4,0.54070765
1_CXCL12_GRM7_5,0.4747363
1_CXCL12_GRM7_6,0.49782205
1_CXCL12_CXCR4_0,0.66039896
1_CXCL12_CXCR4_1,0.66990036
1_CXCL12_CXCR4_2,0.6699011
1_CXCL12_CXCR4_3,0.68211037
1_CXCL12_CXCR4_4,0.70232296
1_CXCL12_CXCR4_5,0.62667274
1_CXCL12_CXCR4_6,0.6658699
1_CXCL12_AVPR1A_0,0.6383175
1_CXCL12_AVPR1A_1,0.65221906
1_CXCL12_AVPR1A_2,0.65221953
1_CXCL12_AVPR1A_3,0.6514806
1_CXCL12_AVPR1A_4,0.6766868
1_CXCL12_AVPR1A_5,0.6289913
1_CXCL12_AVPR1A_6,0.65037185
1_BMP7_ACVR1_0,0.479933
1_BMP7_ACVR1_1,0.44611916
1_BMP7_ACVR1_2,0.44611916
1_BMP7_ACVR1_3,0.50391155
1_BMP7_ACVR1_4,0.46911076
1_BMP7_ACVR1_5,0.48964402
1_BMP7_ACVR1_6,0.4451076
1_BMP7_ACVR2B_0,0.5117839
1_BMP7_ACVR2B_1,0.51539403
1_BMP7_ACVR2B_2,0.5153945
1_BMP7_ACVR2B_3,0.50035405
1_BMP7_ACVR2B_4,0.55287933
1_BMP7_ACVR2B_5,0.57118636
1_BMP7_ACVR2B_6,0.5120543
1_BMP7_BMPR1A_0,0.49995175
1_BMP7_BMPR1A_1,0.48422357
1_BMP7_BMPR1A_2,0.4842237
1_BMP7_BMPR1A_3,0.48408452
1_BMP7_BMPR1A_4,0.5248351
1_BMP7_BMPR1A_5,0.5209869
1_BMP7_BMPR1A_6,0.48316965
1_COL4A3_ITGA3_0,0.48071432
1_COL4A3_ITGA3_1,0.481959
1_COL4A3_ITGA3_2,0.48195943
1_COL4A3_ITGA3_3,0.46605965
1_COL4A3_ITGA3_4,0.5158934
1_COL4A3_ITGA3_5,0.5348341
1_COL4A3_ITGA3_6,0.47862807
1_COL4A3_CD47_0,0.63946486
1_COL4A3_CD47_1,0.5639072
1_COL4A3_CD47_2,0.5639081
1_COL4A3_CD47_3,0.6042908
1_COL4A3_CD47_4,0.6236061
1_COL4A3_CD47_5,0.66078764
1_COL4A3_CD47_6,0.564185
1_COL4A3_ITGB3_0,0.4788028
1_COL4A3_ITGB3_1,0.48290357
1_COL4A3_ITGB3_2,0.48290408
1_COL4A3_ITGB3_3,0.46721837
1_COL4A3_ITGB3_4,0.5164919
1_COL4A3_ITGB3_5,0.52745336
1_COL4A3_ITGB3_6,0.47956702
1_COL4A3_CD93_0,0.5096676
1_COL4A3_CD93_1,0.5141317
1_COL4A3_CD93_2,0.5141323
1_COL4A3_CD93_3,0.49064878
1_COL4A3_CD93_4,0.5535214
1_COL4A3_CD93_5,0.5260427
1_COL4A3_CD93_6,0.51057416
1_COL4A3_ITGA2_0,0.53355116
1_COL4A3_ITGA2_1,0.51362604
1_COL4A3_ITGA2_2,0.5136265
1_COL4A3_ITGA2_3,0.49509963
1_COL4A3_ITGA2_4,0.5527193
1_COL4A3_ITGA2_5,0.570245
1_COL4A3_ITGA2_6,0.51006085
1_COL4A4_ITGA2_0,0.5589621
1_COL4A4_ITGA2_1,0.5425393
1_COL4A4_ITGA2_2,0.54253906
1_COL4A4_ITGA2_3,0.5416182
1_COL4A4_ITGA2_4,0.5976506
1_COL4A4_ITGA2_5,0.5308807
1_COL4A4_ITGA2_6,0.5394111
1_COL4A4_CD93_0,0.49378863
1_COL4A4_CD93_1,0.50885606
1_COL4A4_CD93_2,0.5088566
1_COL4A4_CD93_3,0.47827545
1_COL4A4_CD93_4,0.54627043
1_COL4A4_CD93_5,0.5083776
1_COL4A4_CD93_6,0.50539607
1_COL4A4_ITGB3_0,0.49945724
1_COL4A4_ITGB3_1,0.50527555
1_COL4A4_ITGB3_2,0.505276
1_COL4A4_ITGB3_3,0.48862696
1_COL4A4_ITGB3_4,0.5422086
1_COL4A4_ITGB3_5,0.5030865
1_COL4A4_ITGB3_6,0.5019279
1_COL4A4_CD47_0,0.752703
1_COL4A4_CD47_1,0.749971
1_COL4A4_CD47_2,0.7499711
1_COL4A4_CD47_3,0.7294917
1_COL4A4_CD47_4,0.75797886
1_COL4A4_CD47_5,0.6818045
1_COL4A4_CD47_6,0.7480696
1_HLA-A_ERBB2_0,0.5161664
1_HLA-A_ERBB2_1,0.46084318
1_HLA-A_ERBB2_2,0.4608433
1_HLA-A_ERBB2_3,0.52297467
1_HLA-A_ERBB2_4,0.51760304
1_HLA-A_ERBB2_5,0.49654904
1_HLA-A_ERBB2_6,0.46029678
1_HLA-A_KIR3DL1_0,0.67642707
1_HLA-A_KIR3DL1_1,0.65315527
1_HLA-A_KIR3DL1_2,0.653156
1_HLA-A_KIR3DL1_3,0.67169935
1_HLA-A_KIR3DL1_4,0.65567476
1_HLA-A_KIR3DL1_5,0.6972417
1_HLA-A_KIR3DL1_6,0.64332086
1_HLA-A_CD3G_0,0.6076023
1_HLA-A_CD3G_1,0.5739612
1_HLA-A_CD3G_2,0.5739619
1_HLA-A_CD3G_3,0.65275234
1_HLA-A_CD3G_4,0.6423732
1_HLA-A_CD3G_5,0.60910445
1_HLA-A_CD3G_6,0.59505516
1_HLA-A_LILRA1_0,0.5131401
1_HLA-A_LILRA1_1,0.46545127
1_HLA-A_LILRA1_2,0.46545163
1_HLA-A_LILRA1_3,0.55845207
1_HLA-A_LILRA1_4,0.5730131
1_HLA-A_LILRA1_5,0.5284906
1_HLA-A_LILRA1_6,0.4640819
1_HLA-A_APLP2_0,0.41251156
1_HLA-A_APLP2_1,0.32813576
1_HLA-A_APLP2_2,0.32813713
1_HLA-A_APLP2_3,0.41180965
1_HLA-A_APLP2_4,0.42908797
1_HLA-A_APLP2_5,0.42214838
1_HLA-A_APLP2_6,0.37838373
1_HLA-A_LILRB1_0,0.5052906
1_HLA-A_LILRB1_1,0.44655898
1_HLA-A_LILRB1_2,0.44656006
1_HLA-A_LILRB1_3,0.5096523
1_HLA-A_LILRB1_4,0.5161076
1_HLA-A_LILRB1_5,0.5217466
1_HLA-A_LILRB1_6,0.44499186
1_HLA-A_KIR3DL2_0,0.6684466
1_HLA-A_KIR3DL2_1,0.61782616
1_HLA-A_KIR3DL2_2,0.61782676
1_HLA-A_KIR3DL2_3,0.6760947
1_HLA-A_KIR3DL2_4,0.65485555
1_HLA-A_KIR3DL2_5,0.7107033
1_HLA-A_KIR3DL2_6,0.61167645
1_CNTN4_PTPRG_0,0.5058469
1_CNTN4_PTPRG_1,0.51239675
1_CNTN4_PTPRG_2,0.5123972
1_CNTN4_PTPRG_3,0.49350205
1_CNTN4_PTPRG_4,0.5489327
1_CNTN4_PTPRG_5,0.54266584
1_CNTN4_PTPRG_6,0.5080174
1_TCTN1_TMEM67_0,0.7170064
1_TCTN1_TMEM67_1,0.6999864
1_TCTN1_TMEM67_2,0.69998693
1_TCTN1_TMEM67_3,0.6982437
1_TCTN1_TMEM67_4,0.73219824
1_TCTN1_TMEM67_5,0.70888376
1_TCTN1_TMEM67_6,0.70002013
1_PDCD1LG2_PDCD1_0,0.6415765
1_PDCD1LG2_PDCD1_1,0.6475757
1_PDCD1LG2_PDCD1_2,0.6475764
1_PDCD1LG2_PDCD1_3,0.6418631
1_PDCD1LG2_PDCD1_4,0.6898584
1_PDCD1LG2_PDCD1_5,0.63483816
1_PDCD1LG2_PDCD1_6,0.6430094
1_TNFSF11_LGR4_0,0.48190412
1_TNFSF11_LGR4_1,0.48724785
1_TNFSF11_LGR4_2,0.48724842
1_TNFSF11_LGR4_3,0.46919513
1_TNFSF11_LGR4_4,0.5255889
1_TNFSF11_LGR4_5,0.4564084
1_TNFSF11_LGR4_6,0.48377076
1_TNFSF11_TNFRSF11B_0,0.49000922
1_TNFSF11_TNFRSF11B_1,0.4904976
1_TNFSF11_TNFRSF11B_2,0.49049804
1_TNFSF11_TNFRSF11B_3,0.46990013
1_TNFSF11_TNFRSF11B_4,0.5283507
1_TNFSF11_TNFRSF11B_5,0.46382603
1_TNFSF11_TNFRSF11B_6,0.48700586
1_TNFSF11_TNFRSF11A_0,0.48991343
1_TNFSF11_TNFRSF11A_1,0.49610457
1_TNFSF11_TNFRSF11A_2,0.496105
1_TNFSF11_TNFRSF11A_3,0.4782187
1_TNFSF11_TNFRSF11A_4,0.5361021
1_TNFSF11_TNFRSF11A_5,0.46555987
1_TNFSF11_TNFRSF11A_6,0.49257138
1_DSCAM_DCC_0,0.47504464
1_DSCAM_DCC_1,0.4847668
1_DSCAM_DCC_2,0.48476732
1_DSCAM_DCC_3,0.46339187
1_DSCAM_DCC_4,0.5226257
1_DSCAM_DCC_5,0.44869748
1_DSCAM_DCC_6,0.48128662
1_FBLN2_ITGB3_0,0.64496505
1_FBLN2_ITGB3_1,0.6273813
1_FBLN2_ITGB3_2,0.62738204
1_FBLN2_ITGB3_3,0.6628854
1_FBLN2_ITGB3_4,0.68923014
1_FBLN2_ITGB3_5,0.6462768
