00____605.2981607511042
01____686.5262456082257
02____587.1498481455676
03____1061.4655056886738
04____653.847189234454
05____1041.1729838618862
06____713.446120353587
10____359.7792795303518
11____633.9007442627639
12____563.3735815248532
13____864.2844785526236
14____495.50153186728085
15____639.7560953506992
16____674.7615559189484
20____431.4576031351769
21____695.6393125474648
22____555.009595520784
23____933.8914671967947
24____546.3201635339798
25____720.1347724367338
26____717.5499427893948
30____793.1300937528512
31____1086.0654485144019
32____943.4208920758208
33____1685.8200231229544
34____919.9267510989001
35____1299.48697586521
36____1118.8493066697204
40____1067.2091300024556
41____1101.8514920101165
42____982.6152796564605
43____1736.2645091697204
44____1287.1008428639066
45____1757.4724763682211
46____1127.703510650887
50____1401.0334788927853
51____1225.7345644378029
52____1090.8863451886025
53____1995.51562509758
54____1674.5942362168971
55____2099.530045982267
56____1270.425669735181
60____397.1048992688617
61____683.6265235223555
62____554.9220592345039
63____962.576479838217
64____506.91897242603574
65____696.7476051387132
66____714.4244484467454
